date,actual_kwh,actual_cost_gbp,actual_avg_ppkwh,actual_peak_kwh,actual_starts,same_kwh_baseline_cost_gbp,same_kwh_saving_gbp,same_kwh_peak_kwh,same_kwh_expected_starts,uniform_same_kwh_baseline_cost_gbp,uniform_same_kwh_saving_gbp,uniform_same_kwh_peak_kwh,thermostat_baseline_kwh,thermostat_baseline_cost_gbp,thermostat_saving_gbp,thermostat_peak_kwh,thermostat_expected_starts,uniform_thermostat_baseline_cost_gbp,uniform_thermostat_saving_gbp,uniform_thermostat_peak_kwh
2026-01-20,6.9579999999999975,1.2430002417697674,17.864332304825638,0.0,7.0,1.3639736169137433,0.1209733751439758,0.0,48.79330170558436,1.4685772237499992,0.22557698198023174,0.8697499999999997,10.26731093179258,2.01269635349456,0.7696961117247922,0.0,72,2.1670507306108036,0.924050488841036,1.2834138664740724
2026-01-21,2.705,0.4749953580165362,17.55990232963165,0.0,6.0,0.5085658889571281,0.0335705309405919,0.0,18.968939510434858,0.55912688125,0.08413152323346373,0.33812499999999995,10.26731093179258,1.9303527213406024,1.4553573633240662,0.0,72,2.122266003740191,1.6472706457236546,1.2834138664740724
2026-01-22,8.518721142744667,1.2641178348131386,14.839291175645284,0.028336259026513294,16.0,1.6152699846045937,0.3511521497914552,0.0,59.73793200110392,1.7195917119747952,0.4554738771616567,1.0648401428430831,10.26731093179258,1.9468273339187838,0.6827094991056453,0.0,72,2.072562593226316,0.8084447584131778,1.2834138664740724
2026-01-23,6.444699202380028,1.1042748585070503,17.134622172889642,0.003866712884807911,6.0,1.2842453302033183,0.17997047169626812,0.0,45.19375576077432,1.3769724176120164,0.2726975591049661,0.8055874002975034,10.26731093179258,2.0459831721906587,0.9417083136836085,0.0,72,2.1937104451521368,1.0894355866450864,1.2834138664740724
2026-01-24,2.904053030458324,0.5224884991144011,17.991699656804848,0.02454838085829451,10.0,0.5651641261170877,0.04267562700268655,0.0,20.364808232849903,0.6065350708420932,0.08404657172769213,0.36300662880729045,10.26731093179258,1.9981438870016697,1.4756553878872685,0.0,72,2.144411310006201,1.6219228108918,1.2834138664740724
2026-01-25,4.436241276315878,0.8156734520582296,18.386589034571493,0.005435219358975672,9.0,0.874884801796704,0.05921134973847444,0.0,31.109350249216348,0.93198913486022,0.11631568280199034,0.5545301595394847,10.26731093179258,2.0248480030838794,1.2091745510256495,0.0,72,2.1570112256403102,1.3413377735820804,1.2834138664740724
2026-01-26,3.4778032205846228,0.6582953352306464,18.928481385441533,0.051134139965869074,5.0,0.7781825755874489,0.1198872403568025,0.0,24.388258380948336,0.8126995774672529,0.15440424223660643,0.4347254025730778,10.26731093179258,2.297381984687568,1.6390866494569218,0.0,72,2.3992844697492863,1.7409891345186401,1.2834138664740724
2026-01-27,6.47921175524833,1.1205832455783198,17.295055138005303,0.028641087032963784,5.0,1.337012000969818,0.21642875539149828,0.0,45.43577665826397,1.4072928922546313,0.28670964667631155,0.8099014694060414,10.26731093179258,2.118701850171147,0.9981186045928271,0.0,72,2.230072768524013,1.1094895229456931,1.2834138664740724
2026-01-28,2.044281823703971,0.4089794413703409,20.006020531421825,0.012962463648018637,5.0,0.47352943607521447,0.0645499947048735,0.0,14.335622275830715,0.4923301411452568,0.08335069977491585,0.2555352279629964,10.26731093179258,2.3782796966474735,1.9693002552771324,0.0,72,2.4727053685156024,2.0637259271452613,1.2834138664740724
2026-01-29,6.8582229387720774,1.3513568940105356,19.70418439404782,0.018768049493014784,9.0,1.505723194284053,0.15436630027351753,0.0,48.09361037879643,1.5991318426334846,0.24777494862294902,0.8572778673465096,10.26731093179258,2.254188636173771,0.9028317421632357,0.0,72,2.3940288899660755,1.04267199595554,1.2834138664740724
2026-01-30,8.080949662585601,1.433310382059911,17.736905214198615,0.0017611694826364227,7.0,1.6674571049573002,0.23414672289738916,0.0,56.66803894138826,1.7764755690745055,0.3431651870145947,1.0101187078232001,10.26731093179258,2.1186000750987763,0.6852896930388656,0.0,72,2.2571142986906216,0.8238039166307106,1.2834138664740724
2026-01-31,6.86381594720651,1.330254042880378,19.38067764509005,0.013250652011577307,8.0,1.442378451503846,0.11212440862346795,0.0,48.13283161305672,1.5298373275081565,0.1995832846277784,0.8579769934008137,10.26731093179258,2.157596904814255,0.8273428619338771,0.0,72,2.288423179963256,0.9581691370828781,1.2834138664740724
2026-02-01,2.2689999999999997,0.45908967005926554,20.233127812219728,0.0,5.0,0.4834507276423383,0.02436105758307278,0.0,15.911469038512639,0.5105094006249997,0.0514197305657342,0.28362499999999996,10.26731093179258,2.1876328518753887,1.7285431818161232,0.0,72,2.310074371890674,1.8509847018314087,1.2834138664740724
2026-02-02,6.701514393268335,1.1562769604491343,17.25396518748976,0.013895709693162277,10.0,1.3380319600598138,0.1817549996106797,0.0,46.99468434536621,1.4344235540838723,0.2781465936347382,0.8376892991585418,10.26731093179258,2.0499829388428648,0.8937059783937307,0.0,72,2.197663359860877,1.0413863994117427,1.2834138664740724
2026-02-03,4.332132372793322,0.6214325339711607,14.344726349404377,0.008935918584269908,7.0,0.7814899466058449,0.16005741263468423,0.0,30.37928167494017,0.8385505565311057,0.217118022559945,0.5415165465991653,10.26731093179258,1.8521595328580671,1.2307269988869063,0.0,72,1.9873952490470956,1.3659627150759348,1.2834138664740724
2026-02-04,4.674353233938342,0.7762117596758837,16.605757434850346,0.003658103432678021,8.0,0.8691204549645346,0.09290869528865088,0.0,32.77912153234084,0.9305293412216481,0.15431758154576442,0.5842941542422927,10.26731093179258,1.9090405670483428,1.1328288073724593,0.0,72,2.043926421330613,1.2677146616547292,1.2834138664740724
2026-02-05,5.132042278871865,0.7854615733144534,15.30504876290916,0.012107753609665747,9.0,0.8987305064958332,0.11326893318137976,0.0,35.98868745024572,0.9773990557743586,0.1919374824599052,0.6415052848589832,10.26731093179258,1.7980260201809102,1.0125644468664567,0.0,72,1.9554125754945633,1.1699510021801098,1.2834138664740724
2026-02-06,2.5145361213062243,0.4474212910153923,17.793392873711063,0.013960183931528439,3.0,0.4725039436050201,0.02508265258962787,0.0,17.63330261806331,0.5144992357804664,0.06707794476507417,0.31431701516327804,10.26731093179258,1.92932003019738,1.4818987391819878,0.0,72,2.100794489754079,1.653373198738687,1.2834138664740724
2026-02-07,6.242940906551745,1.1505881490743108,18.430226495765954,0.03400244989739381,6.0,1.163045031888744,0.012456882814433072,0.0,43.77891623792954,1.2747187908423343,0.12413064176802337,0.7803676133189679,10.26731093179258,1.9127755890731448,0.7621874399988339,0.0,72,2.0964372996773997,0.9458491506030888,1.2834138664740724
2026-02-08,5.524936228061115,0.9263554356488697,16.766807749633678,0.0,6.0,0.9998699982031186,0.07351456255424893,0.0,38.7438747168582,1.103203727136102,0.1768482914872321,0.6906170285076393,10.26731093179258,1.8581166802942415,0.9317612446453717,0.0,72,2.0501477700483464,1.1237923343994765,1.2834138664740724
2026-02-09,3.4169312630818216,0.5850822760192725,17.123033241575108,0.033039072120448196,7.0,0.6552190436278396,0.07013676760856705,0.0,23.961390920781092,0.7126896415703502,0.12760736555107763,0.4271164078852277,10.26731093179258,1.96882440160392,1.3837421255846476,0.0,72,2.141514003202636,1.5564317271833636,1.2834138664740724
2026-02-10,2.497997691006257,0.4406793995812209,17.641305320971053,0.021369269718390746,4.0,0.46373331340310286,0.023053913821881978,0.0,17.51732609904016,0.5040935921722272,0.06341419259100625,0.3122497113757821,10.26731093179258,1.906044243068176,1.4653648434869553,0.0,72,2.071933720431744,1.6312543208505232,1.2834138664740724
2026-02-11,4.3696542107639065,0.7402980623161843,16.941799662146835,0.16490585584591455,10.0,0.7707191309166567,0.030421068600472268,0.0,30.6424053255074,0.8318292238320707,0.09153116151588633,0.5462067763454883,10.26731093179258,1.810947177172372,1.0706491148561874,0.0,72,1.9545366455306938,1.2142385832145095,1.2834138664740724
2026-02-12,2.4954613003570683,0.41051112382553134,16.450310159760544,0.039859030889421124,7.0,0.42462896467272954,0.014117840847198195,0.0,17.499539540519166,0.4642127295773291,0.05370160575179774,0.31193266254463353,10.26731093179258,1.7470908526276292,1.336579728802098,0.0,72,1.9099540563440516,1.4994429325185203,1.2834138664740724
2026-02-13,0.6150000000000001,0.09938897309635669,16.16080863355393,0.0,4.0,0.10736512451262126,0.007976151416264567,0.0,4.312716376679275,0.11637356718749997,0.01698459409114328,0.07687500000000001,10.26731093179258,1.7924408400027765,1.6930518669064196,0.0,72,1.9428351196031164,1.8434461465067598,1.2834138664740724
2026-02-14,0.343,0.05274862967759218,15.378609235449614,0.0,4.0,0.05849164567992423,0.005743016002332046,0.0,2.405303605204864,0.06426201468750001,0.011513385009907822,0.04287500000000001,10.26731093179258,1.7508802131429277,1.6981315834653357,0.0,72,1.9236095798833355,1.8708609502057434,1.2834138664740724
2026-02-15,0.7510000000000001,0.11193521306697246,14.904821979623494,0.0,6.0,0.12073702533311474,0.008801812266142281,0.0,5.266422762416481,0.1342851365625,0.02234992349552753,0.093875,10.26731093179258,1.6506585620170526,1.53872334895008,0.0,72,1.8358818250404996,1.7239466119735272,1.2834138664740724
2026-02-16,1.035,0.1527320559111592,14.75672037788978,0.0,6.0,0.1678850231951674,0.015152967284008199,0.0,7.257986097338291,0.18491956874999993,0.032187512838840714,0.129375,10.26731093179258,1.6654374240927476,1.5127053681815883,0.0,72,1.8344219417673857,1.6816898858562266,1.2834138664740724
2026-02-17,1.4140000000000001,0.20176246010416346,14.26891514173716,0.0,8.0,0.2276645177720652,0.025902057667901737,0.0,9.915741392885359,0.25296813500000004,0.051205674895836564,0.17675000000000002,10.26731093179258,1.6531134314727098,1.4513509713685462,0.0,72,1.836847593975022,1.6350851338708585,1.2834138664740724
2026-02-18,0.8930000000000001,0.12631090266603626,14.144557969320969,0.0,6.0,0.13993288560534872,0.013621982939312448,0.0,6.262204429877387,0.15332530937499994,0.027014406708963677,0.11162500000000002,10.26731093179258,1.6088851579989656,1.4825742553329295,0.0,72,1.7628652016421236,1.6365542989760875,1.2834138664740724
2026-02-19,1.0610000000000002,0.15832108028460776,14.921873730877259,0.0,7.0,0.17219282290781227,0.013871742623204515,0.0,7.440312318140994,0.19079266718750001,0.03247158690289227,0.13262500000000002,10.26731093179258,1.6663122083106543,1.5079911280260467,0.0,72,1.84630314563627,1.6879820653516624,1.2834138664740724
2026-02-20,0.23600000000000002,0.034692,14.699999999999998,0.0,1.0,0.03797737306100766,0.0032853730610076593,0.0,1.6549610811322095,0.04106872,0.006376720000000002,0.0295,10.26731093179258,1.6522266847035967,1.6175346847035967,0.0,72,1.786717448350544,1.752025448350544,1.2834138664740724
2026-02-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.26731093179258,1.6236207645240768,1.6236207645240768,0.0,72,1.739843965412245,1.739843965412245,1.2834138664740724
2026-02-22,1.5839000000000003,0.18051079702473966,11.396603133072771,0.0,13.0,0.15326643311189106,-0.027244363912848613,0.0,11.107173120361471,0.17142698190624997,-0.009083815118489689,0.19798750000000004,10.26731093179258,0.9935186086031791,0.8130078115784394,0.0,72,1.1112406877519092,0.9307298907271695,1.2834138664740724
2026-02-23,11.862800000000002,1.9155505441929608,16.147541425236543,0.132,51.0,1.683095602501862,-0.2324549416910989,0.0,83.18844200531855,1.8545078168750004,-0.06104272731796044,1.4828500000000004,10.26731093179258,1.4567274065835536,-0.4588231376094072,0.0,72,1.6050855094324674,-0.31046503476049336,1.2834138664740724
2026-02-24,4.015999999999996,0.6471545292475304,16.114405608753263,0.064,45.0,0.6704659147386868,0.02331138549115636,0.0,28.16238856706333,0.7192103799999991,0.07205585075246873,0.5019999999999994,10.26731093179258,1.7141140477566825,1.066959518509152,0.0,72,1.8387342123587391,1.1915796831112087,1.2834138664740724
2026-02-25,3.302999999999999,0.527590948706522,15.973083521238939,0.0,32.0,0.517009893173837,-0.010581055532684971,0.0,23.162442588896976,0.5818616409374997,0.054270692230977746,0.41287499999999977,10.26731093179258,1.607115146239374,1.079524197532852,0.0,72,1.8087055364179117,1.2811145877113896,1.2834138664740724
2026-02-26,2.6050000000000004,0.3996905155941882,15.343205972905496,0.10500000000000001,30.0,0.3839589094869072,-0.015731606107281023,0.0,18.267684815039857,0.42573596406249997,0.026045448468311746,0.325625,10.26731093179258,1.513330329648399,1.1136398140542108,0.0,72,1.6779898341175272,1.278299318523339,1.2834138664740724
2026-02-27,7.969999999999996,1.287419926443512,16.15332404571534,0.32100000000000006,51.0,1.1926644673786242,-0.09475545906488776,0.0,55.88999922298179,1.3357869437499992,0.048367017306487126,0.9962499999999996,10.26731093179258,1.5364437796583599,0.24902385321484785,0.0,72,1.720820563376433,0.4334006369329211,1.2834138664740724
2026-02-28,3.9009999999999985,0.6433388928325857,16.491640421240348,0.122,50.0,0.6401750823379588,-0.0031638104946269154,0.0,27.355945667359098,0.7062016871874996,0.06286279435491395,0.48762499999999975,10.26731093179258,1.6849209487694796,1.0415820559368938,0.0,72,1.8587009235864087,1.215362030753823,1.2834138664740724
2026-03-01,3.2709999999999986,0.36472503962684194,11.15026107082978,0.0,10.0,0.4126347641071733,0.04790972448033138,0.0,22.93804108637057,0.4650237593749997,0.10029871974815777,0.40887499999999977,10.26731093179258,1.2952153544344953,0.9304903148076533,0.0,72,1.4596586756876244,1.0949336360607824,1.2834138664740724
2026-03-02,2.4779999999999998,0.3937955610721842,15.891669131242303,0.0,4.0,0.40727861654114056,0.01348305546895638,0.0,17.377091351888197,0.44845372687499974,0.054658165802815545,0.3097499999999999,10.26731093179258,1.6875125875295445,1.2937170264573603,0.0,72,1.8581169702771638,1.4643214092049794,1.2834138664740724
2026-03-03,2.488,0.44078981465862166,17.716632421970324,0.0,6.0,0.5121445447026076,0.07135473004398599,0.0,17.4472168214277,0.5595379825000001,0.11874816784137848,0.311,10.26731093179258,2.113483634438511,1.6726938197798893,0.0,72,2.309063683470826,1.868273868812204,1.2834138664740724
2026-03-04,3.609999999999999,0.7095702341406914,19.655685156251845,0.0,6.0,0.8619503245694417,0.1523800904287502,0.0,25.315294503759638,0.9252531531249996,0.21568291898430814,0.4512499999999999,10.26731093179258,2.4514991662365633,1.7419289320958717,0.0,72,2.6315406686304343,1.921970434489743,1.2834138664740724
2026-03-05,2.799,0.5847365748945512,20.890910142713512,0.0,6.0,0.6245969555588045,0.0398603806642533,0.0,19.62811892410616,0.6581472384374999,0.07341066354294867,0.349875,10.26731093179258,2.2911508216410423,1.7064142467464911,0.0,72,2.4142201986203786,1.8294836237258274,1.2834138664740724
2026-03-06,2.1999999999999997,0.47394112153600226,21.54277825163647,0.0,5.0,0.5170805702511718,0.043139448715169594,0.0,15.427603298690087,0.5404726249999998,0.06653150346399755,0.27499999999999997,10.26731093179258,2.413194087071544,1.939252965535542,0.0,72,2.5223638595441504,2.048422738008148,1.2834138664740724
2026-03-07,5.443000000000002,1.2034489900335457,22.110031049670127,0.0,6.0,1.312305933717342,0.10885694368379632,0.0,38.169293070350086,1.3521687703125003,0.14871978027895466,0.6803750000000003,10.26731093179258,2.4754460883910205,1.271997098357475,0.0,72,2.5506406755572404,1.347191685523695,1.2834138664740724
2026-03-08,4.797999999999998,1.1270817411692353,23.490657381601412,0.0,10.0,1.1997153335068398,0.07263359233760454,0.0,33.64620028505228,1.2366575112499998,0.10957577008076441,0.5997499999999997,10.26731093179258,2.567288528293864,1.4402067871246282,0.0,72,2.6463416390455468,1.5192598978763112,1.2834138664740724
2026-03-09,6.906,1.6221012897761637,23.488289744803993,0.0,13.0,1.8405180462080855,0.2184167564319219,0.0,48.428649263978976,1.893420178125,0.2713188883488363,0.8632499999999999,10.26731093179258,2.7363410159272803,1.1142397261511165,0.0,72,2.8149918467042374,1.1928905569280739,1.2834138664740724
2026-03-10,3.324,0.6747274055004142,20.298658408556385,0.0,6.0,0.8014869804100886,0.12675957490967435,0.0,23.30970607492993,0.8262103237499998,0.15148291824958562,0.4154999999999999,10.26731093179258,2.4756666773928777,1.8009392718924635,0.0,72,2.5520331796023648,1.8773057741019505,1.2834138664740724
